date,Hole Depth (MD) m,Bit Depth (MD) m,Block Position m,Mud Flow In L/min,Average Standpipe Pressure kPa,Average Hookload kkgf,Average Surface Torque kN.m,Average Rotary Speed rpm,Weight on Bit kkgf,Rate of Penetration m/h
2007/7/6 19:23,376.0792707,376.0195299,40.6752552,2968.74343,407.8447163,105.9763008,0.004745363,89,-0.976470974,1.83301005
2007/7/6 19:23,376.0859382,376.0347318,40.6600152,2968.74343,408.1196448,105.9435287,0.005423272,89,-0.943698926,3.6660201
2007/7/6 19:24,376.0926057,376.0499337,40.6447752,2968.74343,408.3945732,105.9107567,0.006101181,89,-0.910926877,5.49903015
2007/7/6 19:24,376.0992732,376.0651356,40.6295352,2968.74343,408.6695017,105.8779846,0.00677909,89,-0.878154828,7.3320402
2007/7/6 19:24,376.1059407,376.0803375,40.6142952,2968.74343,408.9444301,105.8452126,0.007456999,89,-0.845382779,9.16505025
2007/7/6 19:24,376.1126082,376.0955394,40.5990552,2968.74343,409.2193585,105.8124405,0.008134908,89,-0.812610731,10.9980603
2007/7/6 19:24,376.1192757,376.1107413,40.5838152,2968.74343,409.494287,105.7796685,0.008812817,89,-0.779838682,12.83107035
2007/7/6 19:24,376.1259432,376.1259432,40.5685752,2968.74343,409.7692154,105.7468964,0.009490726,89,-0.747066633,14.6640804
2007/7/6 19:24,376.1607775,376.1607775,40.533828,2968.74343,409.497365,105.77314,0.009103349,89,-0.773245393,16.75894903
2007/7/6 19:24,376.1956118,376.1956118,40.4990808,2968.74343,409.2255145,105.7993835,0.008715973,89,-0.799424152,18.85381766
2007/7/6 19:24,376.2304461,376.2304461,40.4643336,2968.74343,408.9536641,105.8256271,0.008328596,89,-0.825602912,20.94868629
2007/7/6 19:24,376.2652803,376.2652803,40.4295864,2968.74343,408.6818137,105.8518706,0.00794122,89,-0.851781672,23.04355491
2007/7/6 19:24,376.3001146,376.3001146,40.3948392,2968.74343,408.4099633,105.8781142,0.007553843,89,-0.877960432,25.13842354
2007/7/6 19:24,376.3349489,376.3349489,40.360092,2968.74343,408.1381128,105.9043577,0.007166467,89,-0.904139191,27.23329217
2007/7/6 19:24,376.3697832,376.3697832,40.3253448,2968.74343,407.8662624,105.9306013,0.00677909,89,-0.930317951,29.3281608
2007/7/6 19:24,376.4007585,376.4007585,40.2943695,2968.74343,407.7145778,105.902025,0.006609613,89,-0.901798331,29.3487348
2007/7/6 19:24,376.4317338,376.4317338,40.2633942,2968.74343,407.5628931,105.8734487,0.006440135,89,-0.873278711,29.3693088
2007/7/6 19:25,376.4627091,376.4627091,40.2324189,2968.74343,407.4112085,105.8448724,0.006270658,89,-0.84475909,29.3898828
2007/7/6 19:25,376.4936844,376.4936844,40.2014436,2968.74343,407.2595238,105.8162961,0.006101181,89,-0.81623947,29.4104568
2007/7/6 19:25,376.5246597,376.5246597,40.1704683,2968.74343,407.1078391,105.7877197,0.005931704,89,-0.78771985,29.4310308
2007/7/6 19:25,376.555635,376.555635,40.139493,2968.74343,406.9561545,105.7591434,0.005762227,89,-0.75920023,29.4516048
2007/7/6 19:25,376.5866103,376.5866103,40.1085177,2968.74343,406.8044699,105.7305671,0.005592749,89,-0.730680609,29.4721788
2007/7/6 19:25,376.6175856,376.6175856,40.0775424,2968.74343,406.6527852,105.7019908,0.005423272,89,-0.702160989,29.4927528
2007/7/6 19:25,376.6529424,376.6529424,40.04214206,2968.74343,406.6498303,105.7400926,0.00561696,89,-0.740262748,29.53363954
2007/7/6 19:25,376.6882992,376.6882992,40.00674171,2968.74343,406.6468754,105.7781943,0.005810649,89,-0.778364507,29.57452629
2007/7/6 19:25,376.723656,376.723656,39.97134137,2968.74343,406.6439205,105.8162961,0.006004337,89,-0.816466266,29.61541303
2007/7/6 19:25,376.7590128,376.7590128,39.93594103,2968.74343,406.6409656,105.8543978,0.006198025,89,-0.854568025,29.65629977
2007/7/6 19:25,376.7943696,376.7943696,39.90054069,2968.74343,406.6380107,105.8924996,0.006391713,89,-0.892669784,29.69718651
2007/7/6 19:25,376.8297264,376.8297264,39.86514034,2968.74343,406.6350558,105.9306013,0.006585402,89,-0.930771543,29.73807326
2007/7/6 19:25,376.8650832,376.8650832,39.82974,2968.74343,406.6321009,105.9687031,0.00677909,89,-0.968873302,29.77896
2007/7/6 19:25,376.8959823,376.8959823,39.7988409,2968.74343,407.5516892,105.9684196,0.00677909,89,-0.968589807,29.7653964
2007/7/6 19:25,376.9268814,376.9268814,39.7679418,2968.74343,408.4712774,105.9681361,0.00677909,89,-0.968306312,29.7518328
2007/7/6 19:26,376.9577805,376.9577805,39.7370427,2968.74343,409.3908657,105.9678526,0.00677909,89,-0.968022816,29.7382692
2007/7/6 19:26,376.9886796,376.9886796,39.7061436,2968.74343,410.3104539,105.9675691,0.00677909,89,-0.967739321,29.7247056
2007/7/6 19:26,377.0195787,377.0195787,39.6752445,2968.74343,411.2300422,105.9672856,0.00677909,89,-0.967455826,29.711142
2007/7/6 19:26,377.0504778,377.0504778,39.6443454,2968.74343,412.1496304,105.9670021,0.00677909,89,-0.967172331,29.6975784
2007/7/6 19:26,377.0813769,377.0813769,39.6134463,2968.74343,413.0692187,105.9667186,0.00677909,89,-0.966888835,29.6840148
2007/7/6 19:26,377.112276,377.112276,39.5825472,2968.74343,413.9888069,105.9664351,0.00677909,89,-0.96660534,29.6704512
2007/7/6 19:26,377.1473715,377.1473715,39.54745166,2968.74343,413.0018716,105.9514018,0.006585402,89,-0.951571993,29.6497248
2007/7/6 19:26,377.1824671,377.1824671,39.51235611,2968.74343,412.0149364,105.9363684,0.006391713,89,-0.936538646,29.6289984
2007/7/6 19:26,377.2175626,377.2175626,39.47726057,2968.74343,411.0280011,105.9213351,0.006198025,89,-0.921505299,29.608272
2007/7/6 19:26,377.2526582,377.2526582,39.44216503,2968.74343,410.0410659,105.9063017,0.006004337,89,-0.906471952,29.5875456
2007/7/6 19:26,377.2877537,377.2877537,39.40706949,2968.74343,409.0541306,105.8912684,0.005810649,89,-0.891438605,29.5668192
2007/7/6 19:26,377.3228493,377.3228493,39.37197394,2968.74343,408.0671954,105.876235,0.00561696,89,-0.876405258,29.5460928
2007/7/6 19:26,377.3579448,377.3579448,39.3368784,2968.74343,407.0802601,105.8612017,0.005423272,89,-0.861371911,29.5253664
2007/7/6 19:26,377.3885772,377.3885772,39.306246,2968.74343,407.6585579,105.8427178,0.005592749,89,-0.842888022,29.516832
2007/7/6 19:26,377.4192096,377.4192096,39.2756136,2968.74343,408.2368556,105.8242339,0.005762227,89,-0.824404133,29.5082976
2007/7/6 19:27,377.449842,377.449842,39.2449812,2968.74343,408.8151534,105.80575,0.005931704,89,-0.805920244,29.4997632
2007/7/6 19:27,377.4804744,377.4804744,39.2143488,2968.74343,409.3934512,105.7872662,0.006101181,89,-0.787436355,29.4912288
2007/7/6 19:27,377.5111068,377.5111068,39.1837164,2968.74343,409.9717489,105.7687823,0.006270658,89,-0.768952465,29.4826944
2007/7/6 19:27,377.5417392,377.5417392,39.153084,2968.74343,410.5500467,105.7502984,0.006440135,89,-0.750468576,29.47416
2007/7/6 19:27,377.5723716,377.5723716,39.1224516,2968.74343,411.1283444,105.7318145,0.006609613,89,-0.731984687,29.4656256
2007/7/6 19:27,377.603004,377.603004,39.0918192,2968.74343,411.7066422,105.7133306,0.00677909,89,-0.713500798,29.4570912
2007/7/6 19:27,377.6382737,377.6382737,39.05654949,2968.74343,411.5362432,105.688707,0.006585402,89,-0.688877212,29.45687349
2007/7/6 19:27,377.6735434,377.6735434,39.02127977,2968.74343,411.3658442,105.6640834,0.006391713,89,-0.664253626,29.45665577
2007/7/6 19:27,377.7088131,377.7088131,38.98601006,2968.74343,411.1954452,105.6394598,0.006198025,89,-0.63963004,29.45643806
2007/7/6 19:27,377.7440829,377.7440829,38.95074034,2968.74343,411.0250462,105.6148363,0.006004337,89,-0.615006455,29.45622034
2007/7/6 19:27,377.7793526,377.7793526,38.91547063,2968.74343,410.8546472,105.5902127,0.005810649,89,-0.590382869,29.45600263
2007/7/6 19:27,377.8146223,377.8146223,38.88020091,2968.74343,410.6842482,105.5655891,0.00561696,89,-0.565759283,29.45578491
2007/7/6 19:27,377.849892,377.849892,38.8449312,2968.74343,410.5138492,105.5409655,0.005423272,89,-0.541135697,29.4555672
2007/7/6 19:27,377.849892,377.8181928,38.8141083,2968.74343,410.8094619,105.5469756,0.005592749,89,-0.547145796,29.44529925
2007/7/6 19:27,377.849892,377.7864936,38.7832854,2968.74343,411.1050747,105.5529857,0.005762227,89,-0.553155895,29.4350313
2007/7/6 19:28,377.849892,377.7547944,38.7524625,2968.74343,411.4006874,105.5589958,0.005931704,89,-0.559165994,29.42476335
2007/7/6 19:28,377.849892,377.7230952,38.7216396,2968.74343,411.6963001,105.5650059,0.006101181,89,-0.565176093,29.4144954
2007/7/6 19:28,377.849892,377.691396,38.6908167,2968.74343,411.9919128,105.571016,0.006270658,89,-0.571186192,29.40422745
2007/7/6 19:28,377.849892,377.6596968,38.6599938,2968.74343,412.2875256,105.5770261,0.006440135,89,-0.577196291,29.3939595
2007/7/6 19:28,377.849892,377.6279976,38.6291709,2968.74343,412.5831383,105.5830362,0.006609613,89,-0.58320639,29.38369155
2007/7/6 19:28,377.849892,377.5962984,38.598348,2968.74343,412.878751,105.5890463,0.00677909,89,-0.589216489,29.3734236
2007/7/6 19:28,377.849892,377.6313069,38.56333954,2968.74343,412.8570818,105.5390215,0.00677909,89,-0.539126932,29.3616888
2007/7/6 19:28,377.849892,377.6663153,38.52833109,2968.74343,412.8354125,105.4889968,0.00677909,89,-0.489037374,29.349954
2007/7/6 19:28,377.849892,377.7013238,38.49332263,2968.74343,412.8137433,105.438972,0.00677909,89,-0.438947817,29.3382192
2007/7/6 19:28,377.849892,377.7363322,38.45831417,2968.74343,412.792074,105.3889472,0.00677909,89,-0.388858259,29.3264844
2007/7/6 19:28,377.849892,377.7713407,38.42330571,2968.74343,412.7704048,105.3389224,0.00677909,89,-0.338768702,29.3147496
2007/7/6 19:28,377.849892,377.8063491,38.38829726,2968.74343,412.7487355,105.2888977,0.00677909,89,-0.288679144,29.3030148
2007/7/6 19:28,377.849892,377.8413576,38.3532888,2968.74343,412.7270663,105.2388729,0.00677909,89,-0.238589587,29.29128
2007/7/6 19:28,377.8698945,377.8698945,38.32479,2968.74343,413.7293916,105.2118275,0.006609613,89,-0.211600841,29.2328727
2007/7/6 19:28,377.8984314,377.8984314,38.2962912,2968.74343,414.731717,105.184782,0.006440135,89,-0.184612095,29.1744654
2007/7/6 19:29,377.9269683,377.9269683,38.2677924,2968.74343,415.7340424,105.1577366,0.006270658,89,-0.157623349,29.1160581
2007/7/6 19:29,377.9555052,377.9555052,38.2392936,2968.74343,416.7363677,105.1306912,0.006101181,89,-0.130634603,29.0576508
2007/7/6 19:29,377.9840421,377.9840421,38.2107948,2968.74343,417.7386931,105.1036457,0.005931704,89,-0.103645857,28.9992435
2007/7/6 19:29,378.012579,378.012579,38.182296,2968.74343,418.7410184,105.0766003,0.005762227,89,-0.076657111,28.9408362
2007/7/6 19:29,378.0411159,378.0411159,38.1537972,2968.74343,419.7433438,105.0495548,0.005592749,89,-0.049668365,28.8824289
2007/7/6 19:29,378.0696528,378.0696528,38.1252984,2968.74343,420.7456691,105.0225094,0.005423272,89,-0.022679619,28.8240216
2007/7/6 19:29,378.0973025,378.0973025,38.0975616,2968.74343,421.4725735,104.9973674,0.005229584,89,0.002527157,28.21346366
2007/7/6 19:29,378.1249522,378.1249522,38.0698248,2968.74343,422.1994779,104.9722254,0.005035895,89,0.027733933,27.60290571
2007/7/6 19:29,378.1526019,378.1526019,38.042088,2968.74343,422.9263823,104.9470834,0.004842207,89,0.052940709,26.99234777
2007/7/6 19:29,378.1802517,378.1802517,38.0143512,2968.74343,423.6532867,104.9219415,0.004648519,89,0.078147485,26.38178983
2007/7/6 19:29,378.2079014,378.2079014,37.9866144,2968.74343,424.3801911,104.8967995,0.004454831,89,0.103354261,25.77123189
2007/7/6 19:29,378.2355511,378.2355511,37.9588776,2968.74343,425.1070955,104.8716575,0.004261142,89,0.128561037,25.16067394
2007/7/6 19:29,378.2632008,378.2632008,37.9311408,2968.74343,425.8339999,104.8465155,0.004067454,89,0.153767813,24.550116
2007/7/6 19:29,378.2851464,378.2851464,37.9091571,2968.74343,425.5521767,104.8180526,0.004406409,89,0.182174035,24.2647851
2007/7/6 19:29,378.307092,378.307092,37.8871734,2968.74343,425.2703535,104.7895897,0.004745363,89,0.210580258,23.9794542
2007/7/6 19:30,378.3290376,378.3290376,37.8651897,2968.74343,424.9885303,104.7611268,0.005084317,89,0.23898648,23.6941233
2007/7/6 19:30,378.3509832,378.3509832,37.843206,2968.74343,424.7067071,104.7326639,0.005423272,89,0.267392702,23.4087924
2007/7/6 19:30,378.3729288,378.3729288,37.8212223,2968.74343,424.4248839,104.7042009,0.005762227,89,0.295798924,23.1234615
2007/7/6 19:30,378.3948744,378.3948744,37.7992386,2968.74343,424.1430607,104.675738,0.006101181,89,0.324205147,22.8381306
2007/7/6 19:30,378.41682,378.41682,37.7772549,2968.74343,423.8612375,104.6472751,0.006440135,89,0.352611369,22.5527997
2007/7/6 19:30,378.4387656,378.4387656,37.7552712,2968.74343,423.5794143,104.6188122,0.00677909,89,0.381017591,22.2674688
2007/7/6 19:30,378.4618869,378.4618869,37.73214994,2968.74343,424.0059043,104.5955494,0.00677909,89,0.4042804,21.99684994
2007/7/6 19:30,378.4850081,378.4850081,37.70902869,2968.74343,424.4323943,104.5722866,0.00677909,89,0.427543208,21.72623109
2007/7/6 19:30,378.5081294,378.5081294,37.68590743,2968.74343,424.8588843,104.5490238,0.00677909,89,0.450806017,21.45561223
2007/7/6 19:30,378.5312506,378.5312506,37.66278617,2968.74343,425.2853742,104.5257609,0.00677909,89,0.474068826,21.18499337
2007/7/6 19:30,378.5543719,378.5543719,37.63966491,2968.74343,425.7118642,104.5024981,0.00677909,89,0.497331635,20.91437451
2007/7/6 19:30,378.5774931,378.5774931,37.61654366,2968.74343,426.1383542,104.4792353,0.00677909,89,0.520594443,20.64375566
2007/7/6 19:30,378.6006144,378.6006144,37.5934224,2968.74343,426.5648442,104.4559725,0.00677909,89,0.543857252,20.3731368
2007/7/6 19:30,378.6188643,378.6188643,37.5751344,2968.74343,426.0580795,104.4516634,0.00677909,89,0.54816638,20.1639297
2007/7/6 19:30,378.6371142,378.6371142,37.5568464,2968.74343,425.5513149,104.4473543,0.00677909,89,0.552475507,19.9547226
2007/7/6 19:31,378.6553641,378.6553641,37.5385584,2968.74343,425.0445502,104.4430451,0.00677909,89,0.556784635,19.7455155
2007/7/6 19:31,378.673614,378.673614,37.5202704,2968.74343,424.5377855,104.438736,0.00677909,89,0.561093762,19.5363084
2007/7/6 19:31,378.6918639,378.6918639,37.5019824,2968.74343,424.0310209,104.4344269,0.00677909,89,0.56540289,19.3271013
2007/7/6 19:31,378.7101138,378.7101138,37.4836944,2968.74343,423.5242562,104.4301178,0.00677909,89,0.569712017,19.1178942
2007/7/6 19:31,378.7283637,378.7283637,37.4654064,2968.74343,423.0174916,104.4258086,0.00677909,89,0.574021145,18.9086871
2007/7/6 19:31,378.7466136,378.7466136,37.4471184,2968.74343,422.5107269,104.4214995,0.00677909,89,0.578330272,18.69948
2007/7/6 19:31,378.7669481,378.7669481,37.42678389,2968.74343,422.6052836,104.3329194,0.00677909,89,0.666910382,18.55356789
2007/7/6 19:31,378.7872826,378.7872826,37.40644937,2968.74343,422.6998402,104.2443393,0.00677909,89,0.755490492,18.40765577
2007/7/6 19:31,378.8076171,378.8076171,37.38611486,2968.74343,422.7943969,104.1557592,0.00677909,89,0.844070602,18.26174366
2007/7/6 19:31,378.8279517,378.8279517,37.36578034,2968.74343,422.8889536,104.067179,0.00677909,89,0.932650712,18.11583154
2007/7/6 19:31,378.8482862,378.8482862,37.34544583,2968.74343,422.9835103,103.9785989,0.00677909,89,1.021230822,17.96991943
2007/7/6 19:31,378.8686207,378.8686207,37.32511131,2968.74343,423.0780669,103.8900188,0.00677909,89,1.109810932,17.82400731
2007/7/6 19:31,378.8889552,378.8889552,37.3047768,2968.74343,423.1726236,103.8014387,0.00677909,89,1.198391042,17.6780952
2007/7/6 19:31,378.9054144,378.9054144,37.2883176,2968.74343,424.0680802,103.7656049,0.006609613,89,1.234224839,17.6780952
2007/7/6 19:31,378.9218736,378.9218736,37.2718584,2968.74343,424.9635368,103.7297711,0.006440135,89,1.270058636,17.6780952
2007/7/6 19:32,378.9383328,378.9383328,37.2553992,2968.74343,425.8589934,103.6939373,0.006270658,89,1.305892433,17.6780952
2007/7/6 19:32,378.954792,378.954792,37.23894,2968.74343,426.7544501,103.6581035,0.006101181,89,1.341726231,17.6780952
2007/7/6 19:32,378.9712512,378.9712512,37.2224808,2968.74343,427.6499067,103.6222698,0.005931704,89,1.377560028,17.6780952
2007/7/6 19:32,378.9877104,378.9877104,37.2060216,2968.74343,428.5453633,103.586436,0.005762227,89,1.413393825,17.6780952
2007/7/6 19:32,379.0041696,379.0041696,37.1895624,2968.74343,429.4408199,103.5506022,0.005592749,89,1.449227622,17.6780952
2007/7/6 19:32,379.0206288,379.0206288,37.1731032,2968.74343,430.3362765,103.5147684,0.005423272,89,1.485061419,17.6780952
2007/7/6 19:32,379.0389603,379.0389603,37.15468457,2968.74343,430.0289673,103.5456127,0.005229584,89,1.454217138,17.50797326
2007/7/6 19:32,379.0572919,379.0572919,37.13626594,2968.74343,429.7216581,103.5764569,0.005035895,89,1.423372857,17.33785131
2007/7/6 19:32,379.0756234,379.0756234,37.11784731,2968.74343,429.4143489,103.6073012,0.004842207,89,1.392528576,17.16772937
2007/7/6 19:32,379.093955,379.093955,37.09942869,2968.74343,429.1070398,103.6381455,0.004648519,89,1.361684294,16.99760743
2007/7/6 19:32,379.1122865,379.1122865,37.08101006,2968.74343,428.7997306,103.6689898,0.004454831,89,1.330840013,16.82748549
2007/7/6 19:32,379.1306181,379.1306181,37.06259143,2968.74343,428.4924214,103.699834,0.004261142,89,1.299995732,16.65736354
2007/7/6 19:32,379.1489496,379.1489496,37.0441728,2968.74343,428.1851122,103.7306783,0.004067454,89,1.269151451,16.4872416
2007/7/6 19:32,379.1654088,379.1654088,37.0278279,2968.74343,427.9317299,103.6219295,0.004575886,89,1.377956921,16.3748847
2007/7/6 19:32,379.181868,379.181868,37.011483,2968.74343,427.6783475,103.5131808,0.005084317,89,1.486762391,16.2625278
2007/7/6 19:33,379.1983272,379.1983272,36.9951381,2968.74343,427.4249652,103.404432,0.005592749,89,1.59556786,16.1501709
2007/7/6 19:33,379.2147864,379.2147864,36.9787932,2968.74343,427.1715829,103.2956833,0.006101181,89,1.70437333,16.037814
2007/7/6 19:33,379.2312456,379.2312456,36.9624483,2968.74343,426.9182005,103.1869345,0.006609613,89,1.8131788,15.9254571
2007/7/6 19:33,379.2477048,379.2477048,36.9461034,2968.74343,426.6648182,103.0781857,0.007118045,89,1.921984269,15.8131002
2007/7/6 19:33,379.264164,379.264164,36.9297585,2968.74343,426.4114358,102.969437,0.007626476,89,2.030789739,15.7007433
2007/7/6 19:33,379.2806232,379.2806232,36.9134136,2968.74343,426.1580535,102.8606882,0.008134908,89,2.139595209,15.5883864
2007/7/6 19:33,379.2979968,379.2979968,36.89595291,2968.74343,426.9804996,102.9749287,0.008134908,89,2.025354731,15.58847349
2007/7/6 19:33,379.3153704,379.3153704,36.87849223,2968.74343,427.8029456,103.0891691,0.008134908,89,1.911114252,15.58856057
2007/7/6 19:33,379.332744,379.332744,36.86103154,2968.74343,428.6253917,103.2034096,0.008134908,89,1.796873774,15.58864766
2007/7/6 19:33,379.3501176,379.3501176,36.84357086,2968.74343,429.4478377,103.3176501,0.008134908,89,1.682633296,15.58873474
2007/7/6 19:33,379.3674912,379.3674912,36.82611017,2968.74343,430.2702838,103.4318906,0.008134908,89,1.568392818,15.58882183
2007/7/6 19:33,379.3848648,379.3848648,36.80864949,2968.74343,431.0927298,103.546131,0.008134908,89,1.454152339,15.58890891
2007/7/6 19:33,379.4022384,379.4022384,36.7911888,2968.74343,431.9151759,103.6603715,0.008134908,89,1.339911861,15.588996
2007/7/6 19:33,379.4152305,379.4152305,36.7781967,2968.74343,431.3179176,103.7293742,0.007965431,89,1.270852423,15.4482546
2007/7/6 19:33,379.4282226,379.4282226,36.7652046,2968.74343,430.7206592,103.798377,0.007795953,89,1.201792984,15.3075132
2007/7/6 19:34,379.4412147,379.4412147,36.7522125,2968.74343,430.1234009,103.8673797,0.007626476,89,1.132733546,15.1667718
2007/7/6 19:34,379.4542068,379.4542068,36.7392204,2968.74343,429.5261425,103.9363825,0.007456999,89,1.063674108,15.0260304
2007/7/6 19:34,379.4671989,379.4671989,36.7262283,2968.74343,428.9288842,104.0053852,0.007287522,89,0.994614669,14.885289
2007/7/6 19:34,379.480191,379.480191,36.7132362,2968.74343,428.3316258,104.0743879,0.007118045,89,0.925555231,14.7445476
2007/7/6 19:34,379.4931831,379.4931831,36.7002441,2968.74343,427.7343675,104.1433907,0.006948567,89,0.856495792,14.6038062
2007/7/6 19:34,379.5061752,379.5061752,36.687252,2968.74343,427.1371091,104.2123934,0.00677909,89,0.787436354,14.4630648
2007/7/6 19:34,379.5222861,379.5222861,36.67122823,2968.74343,426.7322883,104.1984616,0.006972778,89,0.801432919,14.4630648
2007/7/6 19:34,379.5383969,379.5383969,36.65520446,2968.74343,426.3274676,104.1845299,0.007166467,89,0.815429483,14.4630648
2007/7/6 19:34,379.5545078,379.5545078,36.63918069,2968.74343,425.9226468,104.1705981,0.007360155,89,0.829426048,14.4630648
2007/7/6 19:34,379.5706186,379.5706186,36.62315691,2968.74343,425.5178261,104.1566664,0.007553843,89,0.843422612,14.4630648
2007/7/6 19:34,379.5867295,379.5867295,36.60713314,2968.74343,425.1130053,104.1427346,0.007747531,89,0.857419177,14.4630648
2007/7/6 19:34,379.6028403,379.6028403,36.59110937,2968.74343,424.7081846,104.1288029,0.00794122,89,0.871415741,14.4630648
2007/7/6 19:34,379.6189512,379.6189512,36.5750856,2968.74343,424.3033638,104.1148711,0.008134908,89,0.885412306,14.4630648
2007/7/6 19:34,379.6344579,379.6344579,36.5595027,2968.74343,424.4765946,104.124113,0.008134908,89,0.876113663,14.3243808
2007/7/6 19:34,379.6499646,379.6499646,36.5439198,2968.74343,424.6498254,104.133355,0.008134908,89,0.866815019,14.1856968
2007/7/6 19:35,379.6654713,379.6654713,36.5283369,2968.74343,424.8230561,104.1425969,0.008134908,89,0.857516376,14.0470128
2007/7/6 19:35,379.680978,379.680978,36.512754,2968.74343,424.9962869,104.1518389,0.008134908,89,0.848217732,13.9083288
2007/7/6 19:35,379.6964847,379.6964847,36.4971711,2968.74343,425.1695177,104.1610808,0.008134908,89,0.838919089,13.7696448
2007/7/6 19:35,379.7119914,379.7119914,36.4815882,2968.74343,425.3427485,104.1703227,0.008134908,89,0.829620445,13.6309608
2007/7/6 19:35,379.7274981,379.7274981,36.4660053,2968.74343,425.5159792,104.1795647,0.008134908,89,0.820321802,13.4922768
2007/7/6 19:35,379.7430048,379.7430048,36.4504224,2968.74343,425.68921,104.1888066,0.008134908,89,0.811023158,13.3535928
2007/7/6 19:35,379.7602478,379.7602478,36.43326651,2968.74343,425.3878106,104.1223877,0.008134908,89,0.87750684,13.43096846
2007/7/6 19:35,379.7774907,379.7774907,36.41611063,2968.74343,425.0864112,104.0559688,0.008134908,89,0.943990521,13.50834411
2007/7/6 19:35,379.7947337,379.7947337,36.39895474,2968.74343,424.7850118,103.9895499,0.008134908,89,1.010474203,13.58571977
2007/7/6 19:35,379.8119767,379.8119767,36.38179886,2968.74343,424.4836125,103.9231311,0.008134908,89,1.076957884,13.66309543
2007/7/6 19:35,379.8292197,379.8292197,36.36464297,2968.74343,424.1822131,103.8567122,0.008134908,89,1.143441566,13.74047109
2007/7/6 19:35,379.8464626,379.8464626,36.34748709,2968.74343,423.8808137,103.7902933,0.008134908,89,1.209925247,13.81784674
2007/7/6 19:35,379.8637056,379.8637056,36.3303312,2968.74343,423.5794143,103.7238744,0.008134908,89,1.276408929,13.8952224
2007/7/6 19:35,379.879479,379.879479,36.3145578,2968.74343,424.5972529,103.7402604,0.007795953,89,1.259966206,13.9985115
2007/7/6 19:35,379.8952524,379.8952524,36.2987844,2968.74343,425.6150914,103.7566465,0.007456999,89,1.243523482,14.1018006
2007/7/6 19:36,379.9110258,379.9110258,36.283011,2968.74343,426.63293,103.7730325,0.007118045,89,1.227080759,14.2050897
2007/7/6 19:36,379.9267992,379.9267992,36.2672376,2968.74343,427.6507685,103.7894185,0.00677909,89,1.210638036,14.3083788
2007/7/6 19:36,379.9425726,379.9425726,36.2514642,2968.74343,428.6686071,103.8058045,0.006440135,89,1.194195312,14.4116679
2007/7/6 19:36,379.958346,379.958346,36.2356908,2968.74343,429.6864456,103.8221905,0.006101181,89,1.177752589,14.514957
2007/7/6 19:36,379.9741194,379.9741194,36.2199174,2968.74343,430.7042842,103.8385766,0.005762227,89,1.161309865,14.6182461
2007/7/6 19:36,379.9898928,379.9898928,36.204144,2968.74343,431.7221227,103.8549626,0.005423272,89,1.144867142,14.7215352
2007/7/6 19:36,380.0094,380.0094,36.1846368,2968.74343,430.5618335,103.8317646,0.00561696,89,1.168129951,14.81576194
2007/7/6 19:36,380.0289072,380.0289072,36.1651296,2968.74343,429.4015444,103.8085666,0.005810649,89,1.191392759,14.90998869
2007/7/6 19:36,380.0484144,380.0484144,36.1456224,2968.74343,428.2412552,103.7853686,0.006004337,89,1.214655568,15.00421543
2007/7/6 19:36,380.0679216,380.0679216,36.1261152,2968.74343,427.0809661,103.7621706,0.006198025,89,1.237918377,15.09844217
2007/7/6 19:36,380.0874288,380.0874288,36.106608,2968.74343,425.9206769,103.7389726,0.006391713,89,1.261181186,15.19266891
2007/7/6 19:36,380.106936,380.106936,36.0871008,2968.74343,424.7603878,103.7157746,0.006585402,89,1.284443994,15.28689566
2007/7/6 19:36,380.1264432,380.1264432,36.0675936,2968.74343,423.6000986,103.6925766,0.00677909,89,1.307706803,15.3811224
2007/7/6 19:36,380.1424833,380.1424833,36.0516297,2968.74343,424.0663566,103.7035195,0.007118045,89,1.296707188,15.4394535
2007/7/6 19:36,380.1585234,380.1585234,36.0356658,2968.74343,424.5326145,103.7144624,0.007456999,89,1.285707573,15.4977846
2007/7/6 19:37,380.1745635,380.1745635,36.0197019,2968.74343,424.9988725,103.7254053,0.007795953,89,1.274707958,15.5561157
2007/7/6 19:37,380.1906036,380.1906036,36.003738,2968.74343,425.4651305,103.7363482,0.008134908,89,1.263708343,15.6144468
2007/7/6 19:37,380.2066437,380.2066437,35.9877741,2968.74343,425.9313884,103.7472912,0.008473863,89,1.252708728,15.6727779
2007/7/6 19:37,380.2226838,380.2226838,35.9718102,2968.74343,426.3976464,103.7582341,0.008812817,89,1.241709113,15.731109
2007/7/6 19:37,380.2387239,380.2387239,35.9558463,2968.74343,426.8639043,103.769177,0.009151772,89,1.230709498,15.7894401
2007/7/6 19:37,380.254764,380.254764,35.9398824,2968.74343,427.3301623,103.7801199,0.009490726,89,1.219709883,15.8477712
2007/7/6 19:37,380.2754904,380.2754904,35.91906891,2968.74343,426.9558755,103.8047435,0.009297038,89,1.195151096,15.93246206
2007/7/6 19:37,380.2962168,380.2962168,35.89825543,2968.74343,426.5815886,103.8293671,0.009103349,89,1.170592309,16.01715291
2007/7/6 19:37,380.3169432,380.3169432,35.87744194,2968.74343,426.2073018,103.8539907,0.008909661,89,1.146033522,16.10184377
2007/7/6 19:37,380.3376696,380.3376696,35.85662846,2968.74343,425.833015,103.8786142,0.008715973,89,1.121474736,16.18653463
